con.taxonomy,res.taxonomy,con.mass.mean.g.,res.mass.mean.g.,interaction.dimensionality
Pareledone antarctica,Atolla wyvillei,29,1.5,3D
Pareledone antarctica,Dimophyes arctica,29,0.15,3D
Pareledone antarctica,Diphyes antarctica,29,0.15,3D
Pareledone antarctica,Bargmannia,29,0.012,3D
Pareledone antarctica,Yolida eightsi,29,0.023,2D
Pareledone antarctica,Eukrohnia hamata,29,0.0052,3D
Pareledone antarctica,Artedidraco orianae,29,95,3D
Pareledone antarctica,Artedidraco loennbergi,29,17,3D
Pareledone antarctica,Artedidraco skottsbergi,29,33,3D
Pareledone antarctica,Dolloidraco longedorsalis,29,13,3D
Pareledone antarctica,Pogonophryne marmorata,29,190,3D
Pareledone antarctica,Pogonophryne phyllopogon,29,230,3D
Pareledone antarctica,Pogonophryne permitini,29,80,3D
Pareledone antarctica,Pogonophryne scotti,29,440,3D
Pareledone antarctica,Pogonophryne barsukovi,29,190,3D
Pareledone antarctica,Cygnodraco mawsoni,29,760,3D
Pareledone antarctica,Gerlachea australis,29,260,3D
Pareledone antarctica,Gymnodraco acuticeps,29,1400,3D
Pareledone antarctica,Prionodraco evansii,29,64,3D
Pareledone antarctica,Racovitzia glacialis,29,430,3D
Pareledone antarctica,Chaenodraco wilsoni,29,210,3D
Pareledone antarctica,Chionodraco hamatus,29,1100,3D
Pareledone antarctica,Chionodraco myersi,29,370,3D
Pareledone antarctica,Cryodraco antarcticus,29,1300,3D
Pareledone antarctica,Dacodraco hunteri,29,330,3D
Pareledone antarctica,Pagetopsis maculatus,29,81,3D
Pareledone antarctica,Aethotaxis mitopteryx,29,49,3D
Pareledone antarctica,Dissostichus mawsoni,29,24000,3D
Pareledone antarctica,Trematomus eulepidotus,29,480,3D
Pareledone antarctica,Trematomus lepidorhinus,29,150,3D
Pareledone antarctica,Trematomus loennbergii,29,250,3D
Pareledone antarctica,Trematomus nicolai,29,660,3D
Pareledone antarctica,Trematomus pennellii,29,300,3D
Pareledone antarctica,Trematomus scotti,29,95,3D
Pareledone antarctica,Pleuragramma antarcticum,29,300,3D
Pareledone antarctica,Notothenia marmorata,29,8600,3D
Pareledone antarctica,Notothenia coriiceps,29,2000,3D
Pareledone antarctica,Trematomus bernacchii,29,240,3D
Pareledone antarctica,Trematomus hansoni,29,300,3D
Pareledone antarctica,Macrourus holotrachys,29,3800,3D
Pareledone antarctica,Macrourus whitsoni,29,5100,3D
Pareledone antarctica,Electrona antarctica,29,39,3D
Pareledone antarctica,Harpagifer antarcticus,29,36,3D
Pareledone antarctica,Bathylagus antarcticus,29,27,3D
Pareledone antarctica,Notolepis coatsi,29,3.1,3D
Pareledone antarctica,Gymnoscopelus braueri,29,25,3D
Pareledone antarctica,Gymnoscopelus opisthopterus,29,36,3D
Pareledone antarctica,Gymnoscopelus nicholsi,29,110,3D
Pareledone antarctica,Protomyctophum bolini,29,5.6,3D
Pareledone antarctica,Pagetopsis macropterus,29,610,3D
Pareledone antarctica,Muraenolepis marmoratus,29,1000,3D
Pareledone antarctica,Muraenolepis microps,29,710,3D
Pareledone antarctica,Pachycara brachycephalum,29,3.5,3D
Pareledone antarctica,Champsocephalus gunnari,29,2200,3D
Psychroteuthis glacialis,Euphausia crystallorophias,770,1.2,3D
Psychroteuthis glacialis,Euphausia frigida,770,0.17,3D
Psychroteuthis glacialis,Thysanoessa macrura,770,0.15,3D
Psychroteuthis glacialis,Euphausia superba,770,5.5,3D
Psychroteuthis glacialis,Cyllopus lucasii,770,0.32,3D
Psychroteuthis glacialis,Hyperiella dilatata,770,0.0057,3D
Psychroteuthis glacialis,Vibilia antarctica,770,1.1e-4,3D
Psychroteuthis glacialis,Vibilia stebbingi,770,1.1e-4,3D
Psychroteuthis glacialis,Psychroteuthis glacialis,770,770,3D
Psychroteuthis glacialis,Pleuragramma antarcticum,770,300,3D
Psychroteuthis glacialis,Electrona antarctica,770,39,3D
Psychroteuthis glacialis,Bathylagus antarcticus,770,27,3D
Psychroteuthis glacialis,Notolepis coatsi,770,3.1,3D
Psychroteuthis glacialis,Gymnoscopelus braueri,770,25,3D
Psychroteuthis glacialis,Gymnoscopelus opisthopterus,770,36,3D
Psychroteuthis glacialis,Gymnoscopelus nicholsi,770,110,3D
Psychroteuthis glacialis,Protomyctophum bolini,770,5.6,3D
Psychroteuthis glacialis,Champsocephalus gunnari,770,2200,3D
Moroteuthis ingens,Euphausia crystallorophias,850,1.2,3D
Moroteuthis ingens,Euphausia frigida,850,0.17,3D
Moroteuthis ingens,Thysanoessa macrura,850,0.15,3D
Moroteuthis ingens,Euphausia superba,850,5.5,3D
Moroteuthis ingens,Cyllopus lucasii,850,0.32,3D
Moroteuthis ingens,Hyperiella dilatata,850,0.0057,3D
Moroteuthis ingens,Vibilia antarctica,850,1.1e-4,3D
Moroteuthis ingens,Vibilia stebbingi,850,1.1e-4,3D
Moroteuthis ingens,Rhincalanus gigas,850,0.02,3D
Moroteuthis ingens,Calanus propinquus,850,0.0057,3D
Moroteuthis ingens,Calanoides acutus,850,0.0055,3D
Moroteuthis ingens,Metridia gerlachei,850,0.0023,3D
Moroteuthis ingens,Paraeuchaeta antarctica,850,0.0081,3D
Moroteuthis ingens,Psychroteuthis glacialis,850,770,3D
Moroteuthis ingens,Moroteuthis ingens,850,850,3D
Moroteuthis ingens,Alluroteuthis antarcticus,850,29,3D
Moroteuthis ingens,Galiteuthis glacialis,850,1800,3D
Moroteuthis ingens,Kondakovia longimana,850,330,3D
Moroteuthis ingens,Gonatus antarcticus,850,850,3D
Moroteuthis ingens,Mesonychoteuthis hamiltoni,850,110000,3D
Moroteuthis ingens,Martialia hyadesi,850,330,3D
Moroteuthis ingens,Pleuragramma antarcticum,850,300,3D
Moroteuthis ingens,Electrona antarctica,850,39,3D
Moroteuthis ingens,Bathylagus antarcticus,850,27,3D
Moroteuthis ingens,Notolepis coatsi,850,3.1,3D
Moroteuthis ingens,Gymnoscopelus braueri,850,25,3D
Moroteuthis ingens,Gymnoscopelus opisthopterus,850,36,3D
Moroteuthis ingens,Gymnoscopelus nicholsi,850,110,3D
Moroteuthis ingens,Protomyctophum bolini,850,5.6,3D
Moroteuthis ingens,Champsocephalus gunnari,850,2200,3D
Alluroteuthis antarcticus,Euphausia superba,29,5.5,3D
Alluroteuthis antarcticus,Psychroteuthis glacialis,29,770,3D
Alluroteuthis antarcticus,Pleuragramma antarcticum,29,300,3D
Galiteuthis glacialis,Euphausia crystallorophias,1800,1.2,3D
Galiteuthis glacialis,Euphausia frigida,1800,0.17,3D
Galiteuthis glacialis,Thysanoessa macrura,1800,0.15,3D
Galiteuthis glacialis,Euphausia superba,1800,5.5,3D
Kondakovia longimana,Euphausia crystallorophias,330,1.2,3D
Kondakovia longimana,Euphausia frigida,330,0.17,3D
Kondakovia longimana,Thysanoessa macrura,330,0.15,3D
Kondakovia longimana,Euphausia superba,330,5.5,3D
Gonatus antarcticus,Euphausia superba,850,5.5,3D
Gonatus antarcticus,Cyllopus lucasii,850,0.32,3D
Gonatus antarcticus,Pleuragramma antarcticum,850,300,3D
Gonatus antarcticus,Electrona antarctica,850,39,3D
Gonatus antarcticus,Bathylagus antarcticus,850,27,3D
Gonatus antarcticus,Notolepis coatsi,850,3.1,3D
Gonatus antarcticus,Gymnoscopelus braueri,850,25,3D
Gonatus antarcticus,Gymnoscopelus opisthopterus,850,36,3D
Gonatus antarcticus,Gymnoscopelus nicholsi,850,110,3D
Gonatus antarcticus,Protomyctophum bolini,850,5.6,3D
Gonatus antarcticus,Champsocephalus gunnari,850,2200,3D
Mesonychoteuthis hamiltoni,Psychroteuthis glacialis,110000,770,3D
Mesonychoteuthis hamiltoni,Moroteuthis ingens,110000,850,3D
Mesonychoteuthis hamiltoni,Alluroteuthis antarcticus,110000,29,3D
Mesonychoteuthis hamiltoni,Galiteuthis glacialis,110000,1800,3D
Mesonychoteuthis hamiltoni,Kondakovia longimana,110000,330,3D
Mesonychoteuthis hamiltoni,Gonatus antarcticus,110000,850,3D
Mesonychoteuthis hamiltoni,Mesonychoteuthis hamiltoni,110000,110000,3D
Mesonychoteuthis hamiltoni,Martialia hyadesi,110000,330,3D
Mesonychoteuthis hamiltoni,Eukrohnia hamata,110000,0.0052,3D
Martialia hyadesi,Euphausia superba,330,5.5,3D
Martialia hyadesi,Psychroteuthis glacialis,330,770,3D
Martialia hyadesi,Gonatus antarcticus,330,850,3D
Martialia hyadesi,Pleuragramma antarcticum,330,300,3D
Martialia hyadesi,Electrona antarctica,330,39,3D
Martialia hyadesi,Bathylagus antarcticus,330,27,3D
Martialia hyadesi,Notolepis coatsi,330,3.1,3D
Martialia hyadesi,Gymnoscopelus braueri,330,25,3D
Martialia hyadesi,Gymnoscopelus opisthopterus,330,36,3D
Martialia hyadesi,Gymnoscopelus nicholsi,330,110,3D
Martialia hyadesi,Protomyctophum bolini,330,5.6,3D
Martialia hyadesi,Champsocephalus gunnari,330,2200,3D
Cyclocardia astartoides,Phytodetritus,3e-5,-999,2D
Yolida eightsi,Phytodetritus,0.023,-999,2D
Laternula elliptica,Phytodetritus,0.55,-999,2D
Limopsis lillei,Phytodetritus,0.0046,-999,2D
Limopsis marionensis,Phytodetritus,0.35,-999,2D
Lissarca notorcadensis,Phytodetritus,5.6e-4,-999,2D
Propeleda longicaudata,Phytodetritus,0.012,-999,2D
Cadulus dalli antarcticum,Phytodetritus,0.0017,-999,2D
Fissidentalium majorinum,Phytodetritus,0.13,-999,2D
Cinachyra antarctica,Phytodetritus,0.18,-999,2D
Cinachyra barbata,Phytodetritus,0.18,-999,2D
Bathydorus spinosus,Phytodetritus,1.2,-999,2D
Iophon radiatus,Phytodetritus,2.3,-999,2D
Kirkpatrickia variolosa,Phytodetritus,45,-999,2D
Rossella racovitzae,Phytodetritus,45,-999,2D
Stylocordyla borealis,Phytodetritus,45,-999,2D
Homaxinella balfourensis,Phytodetritus,2.3,-999,2D
Scolymastra joubini,Phytodetritus,720,-999,2D
Latrunculia apicalis,Phytodetritus,1,-999,2D
Latrunculia brevis,Phytodetritus,1,-999,2D
Tetilla leptoderma,Phytodetritus,30,-999,2D
Haliclona dancoi,Phytodetritus,5.6,-999,2D
Mycale acerata,Phytodetritus,12,-999,2D
Rossella antarctica,Phytodetritus,12,-999,2D
Rossella tarenja,Phytodetritus,12,-999,2D
Haliclona tenella,Phytodetritus,5.6,-999,2D
Clathria pauper,Phytodetritus,2.3,-999,2D
Calyx arcuarius,Phytodetritus,2.3,-999,2D
Isodyctia toxophila,Phytodetritus,5.6,-999,2D
Isodyctia cavicornuta,Phytodetritus,5.6,-999,2D
Isodyctia steifera,Phytodetritus,5.6,-999,2D
Axociella nidificata,Phytodetritus,6.5,-999,2D
Rossella nuda,Phytodetritus,300,-999,2D
Tentorium papillatum,Phytodetritus,5.6,-999,2D
Tentorium semisuberites,Phytodetritus,5.6,-999,2D
Tedania oxeata,Phytodetritus,5.6,-999,2D
Tedania tantulata,Phytodetritus,5.6,-999,2D
Tedania vanhoeffeni,Phytodetritus,5.6,-999,2D
Phorbas areolatus,Phytodetritus,1.2,-999,2D
Phorbas glaberrima,Phytodetritus,1.2,-999,2D
Polymastia invaginata,Phytodetritus,0.92,-999,2D
Polymastia isidis,Phytodetritus,0.92,-999,2D
Anoxycalyx joubini,Phytodetritus,720,-999,2D
Beroe cucumis,Pelagobia longicirrata,0.085,0.0019,2D
Beroe cucumis,Beroe cucumis,0.085,0.085,3D
Beroe cucumis,Lyrocteis flavopallidus,0.085,0.19,3D
Beroe cucumis,Callianira antarctica,0.085,5.6,3D
Lyrocteis flavopallidus,Rhincalanus gigas,0.19,0.02,3D
Lyrocteis flavopallidus,Paraeuchaeta antarctica,0.19,0.0081,3D
Lyrocteis flavopallidus,Conchoecia hettacra,0.19,4.4e-4,3D
Lyrocteis flavopallidus,Alacia hettacra,0.19,4.4e-4,2D
Lyrocteis flavopallidus,Alacia belgicae,0.19,4.4e-4,2D
Lyrocteis flavopallidus,Metaconchoecia isocheira,0.19,4.4e-4,2D
Lyrocteis flavopallidus,Boroecia antipoda,0.19,4.4e-4,2D
Lyrocteis flavopallidus,Conchoecia antipoda,0.19,4.4e-4,3D
Lyrocteis flavopallidus,Pelagobia longicirrata,0.19,0.0019,2D
Lyrocteis flavopallidus,Bargmannia,0.19,0.012,3D
Lyrocteis flavopallidus,Clione limacina,0.19,0.014,3D
Lyrocteis flavopallidus,Clione antarctica,0.19,0.1,3D
Lyrocteis flavopallidus,Clio pyramidata,0.19,0.017,3D
Lyrocteis flavopallidus,Limacina helicina antarctica,0.19,9.4e-5,3D
Callianira antarctica,Rhincalanus gigas,5.6,0.02,3D
Callianira antarctica,Paraeuchaeta antarctica,5.6,0.0081,3D
Callianira antarctica,Conchoecia hettacra,5.6,4.4e-4,3D
Callianira antarctica,Alacia hettacra,5.6,4.4e-4,2D
Callianira antarctica,Alacia belgicae,5.6,4.4e-4,2D
Callianira antarctica,Metaconchoecia isocheira,5.6,4.4e-4,2D
Callianira antarctica,Boroecia antipoda,5.6,4.4e-4,2D
Callianira antarctica,Conchoecia antipoda,5.6,4.4e-4,3D
Callianira antarctica,Pelagobia longicirrata,5.6,0.0019,2D
Callianira antarctica,Bargmannia,5.6,0.012,3D
Callianira antarctica,Clione limacina,5.6,0.014,3D
Callianira antarctica,Clione antarctica,5.6,0.1,3D
Callianira antarctica,Clio pyramidata,5.6,0.017,3D
Callianira antarctica,Limacina helicina antarctica,5.6,9.4e-5,3D
Baseodiscus antarcticus,Laetmonice producta,5800,110,2D
Baseodiscus antarcticus,Harmothoe spinosa,5800,6.1,2D
Baseodiscus antarcticus,Harmothoe crosetensis,5800,5.8,2D
Baseodiscus antarcticus,Harmotoe hartmanae,5800,5.8,2D
Baseodiscus antarcticus,Polyeunoa laevis,5800,15,2D
Baseodiscus antarcticus,Barrukia cristata,5800,3.9,2D
Baseodiscus antarcticus,Eulagisca gigantea,5800,200,2D
Baseodiscus antarcticus,Eunoe spica,5800,4.2,2D
Baseodiscus antarcticus,Eunoe hartmanae,5800,57,2D
Baseodiscus antarcticus,Eunoe spica spicoides,5800,7.1,2D
Baseodiscus antarcticus,Vanadis antarctica,5800,0.0039,2D
Baseodiscus antarcticus,Pista spinifera,5800,0.24,2D
Baseodiscus antarcticus,Phyllocomus crocea,5800,0.47,2D
Baseodiscus antarcticus,Terebella ehlersi,5800,0.24,2D
Baseodiscus antarcticus,Eucranta mollis,5800,4.7,2D
Baseodiscus antarcticus,Acodontaster conspicuus,5800,3.3,2D
Baseodiscus antarcticus,Acodontaster capitatus,5800,5.4,2D
Baseodiscus antarcticus,Acodontaster hodgsoni,5800,3.9,2D
Baseodiscus antarcticus,Bathybiaster loripes,5800,7.9,2D
Baseodiscus antarcticus,Cuenotaster involutus,5800,17,2D
Baseodiscus antarcticus,Diplasterias brucei,5800,2.8,2D
Baseodiscus antarcticus,Luidiaster gerlachei,5800,0.11,2D
Baseodiscus antarcticus,Labidiaster annulatus,5800,86,2D
Baseodiscus antarcticus,Lophaster gaini,5800,5.3,2D
Baseodiscus antarcticus,Notasterias armata,5800,1.1,2D
Baseodiscus antarcticus,Solaster dawsoni,5800,0.75,2D
Baseodiscus antarcticus,Odontaster meridionalis,5800,0.084,2D
Baseodiscus antarcticus,Odontaster validus,5800,0.57,2D
Baseodiscus antarcticus,Kampylaster incurvatus,5800,0.061,2D
Baseodiscus antarcticus,Cycethra verrucosa mawsoni,5800,0.57,2D
Baseodiscus antarcticus,Notasterias stylophora,5800,1.9,2D
Baseodiscus antarcticus,Notioceramus anomalus,5800,0.46,2D
Baseodiscus antarcticus,Perknaster sladeni,5800,0.35,2D
Baseodiscus antarcticus,Pteraster affinis aculeatus,5800,0.31,2D
Baseodiscus antarcticus,Perknaster densus,5800,0.78,2D
Baseodiscus antarcticus,Perknaster fuscus antarcticus,5800,9.8,2D
Baseodiscus antarcticus,Macroptychaster accrescens,5800,15,2D
Baseodiscus antarcticus,Lysasterias perrieri,5800,3.9,2D
Baseodiscus antarcticus,Psilaster charcoti,5800,15,2D
Baseodiscus antarcticus,Porania antarctica,5800,0.073,2D
Baseodiscus antarcticus,Porania antarctica glabra,5800,0.32,2D
Baseodiscus antarcticus,Urticinopsis antarctica,5800,2.3,2D
Baseodiscus antarcticus,Isotealia antarctica,5800,0.043,2D
Baseodiscus antarcticus,Edwardsia meridionalis,5800,0.018,2D
Baseodiscus antarcticus,Isosicyonis alba,5800,0.018,2D
Baseodiscus antarcticus,Cyclocardia astartoides,5800,3e-5,2D
Baseodiscus antarcticus,Yolida eightsi,5800,0.023,2D
Baseodiscus antarcticus,Laternula elliptica,5800,0.55,2D
Baseodiscus antarcticus,Limopsis lillei,5800,0.0046,2D
Baseodiscus antarcticus,Limopsis marionensis,5800,0.35,2D
Baseodiscus antarcticus,Lissarca notorcadensis,5800,5.6e-4,2D
Baseodiscus antarcticus,Propeleda longicaudata,5800,0.012,2D
Baseodiscus antarcticus,Cinachyra antarctica,5800,0.18,2D
Baseodiscus antarcticus,Cinachyra barbata,5800,0.18,2D
Baseodiscus antarcticus,Bathydorus spinosus,5800,1.2,2D
Baseodiscus antarcticus,Iophon radiatus,5800,2.3,2D
Baseodiscus antarcticus,Kirkpatrickia variolosa,5800,45,2D
Baseodiscus antarcticus,Rossella racovitzae,5800,45,2D
Baseodiscus antarcticus,Stylocordyla borealis,5800,45,2D
Baseodiscus antarcticus,Homaxinella balfourensis,5800,2.3,2D
Baseodiscus antarcticus,Scolymastra joubini,5800,720,2D
Baseodiscus antarcticus,Latrunculia apicalis,5800,1,2D
Baseodiscus antarcticus,Latrunculia brevis,5800,1,2D
Baseodiscus antarcticus,Tetilla leptoderma,5800,30,2D
Baseodiscus antarcticus,Haliclona dancoi,5800,5.6,2D
Baseodiscus antarcticus,Mycale acerata,5800,12,2D
Baseodiscus antarcticus,Rossella antarctica,5800,12,2D
Baseodiscus antarcticus,Rossella tarenja,5800,12,2D
Baseodiscus antarcticus,Haliclona tenella,5800,5.6,2D
Baseodiscus antarcticus,Clathria pauper,5800,2.3,2D
Baseodiscus antarcticus,Calyx arcuarius,5800,2.3,2D
Baseodiscus antarcticus,Isodyctia toxophila,5800,5.6,2D
Baseodiscus antarcticus,Isodyctia cavicornuta,5800,5.6,2D
Baseodiscus antarcticus,Isodyctia steifera,5800,5.6,2D
Baseodiscus antarcticus,Axociella nidificata,5800,6.5,2D
Baseodiscus antarcticus,Rossella nuda,5800,300,2D
Baseodiscus antarcticus,Tentorium papillatum,5800,5.6,2D
Baseodiscus antarcticus,Tentorium semisuberites,5800,5.6,2D
Baseodiscus antarcticus,Tedania oxeata,5800,5.6,2D
Baseodiscus antarcticus,Tedania tantulata,5800,5.6,2D
Baseodiscus antarcticus,Tedania vanhoeffeni,5800,5.6,2D
Baseodiscus antarcticus,Phorbas areolatus,5800,1.2,2D
Baseodiscus antarcticus,Phorbas glaberrima,5800,1.2,2D
Baseodiscus antarcticus,Polymastia invaginata,5800,0.92,2D
Baseodiscus antarcticus,Polymastia isidis,5800,0.92,2D
Baseodiscus antarcticus,Anoxycalyx joubini,5800,720,2D
Baseodiscus antarcticus,Beroe cucumis,5800,0.085,3D
Baseodiscus antarcticus,Lyrocteis flavopallidus,5800,0.19,3D
Baseodiscus antarcticus,Callianira antarctica,5800,5.6,3D
Baseodiscus antarcticus,Phytodetritus,5800,-999,2D
Lineus longifissus,Laetmonice producta,5800,110,2D
Lineus longifissus,Harmothoe spinosa,5800,6.1,2D
Lineus longifissus,Harmothoe crosetensis,5800,5.8,2D
Lineus longifissus,Harmotoe hartmanae,5800,5.8,2D
Lineus longifissus,Polyeunoa laevis,5800,15,2D
Lineus longifissus,Barrukia cristata,5800,3.9,2D
Lineus longifissus,Eulagisca gigantea,5800,200,2D
Lineus longifissus,Eunoe spica,5800,4.2,2D
Lineus longifissus,Eunoe hartmanae,5800,57,2D
Lineus longifissus,Eunoe spica spicoides,5800,7.1,2D
Lineus longifissus,Vanadis antarctica,5800,0.0039,2D
Lineus longifissus,Pista spinifera,5800,0.24,2D
Lineus longifissus,Phyllocomus crocea,5800,0.47,2D
Lineus longifissus,Terebella ehlersi,5800,0.24,2D
Lineus longifissus,Eucranta mollis,5800,4.7,2D
Lineus longifissus,Acodontaster conspicuus,5800,3.3,2D
Lineus longifissus,Acodontaster capitatus,5800,5.4,2D
Lineus longifissus,Acodontaster hodgsoni,5800,3.9,2D
Lineus longifissus,Bathybiaster loripes,5800,7.9,2D
Lineus longifissus,Cuenotaster involutus,5800,17,2D
Lineus longifissus,Diplasterias brucei,5800,2.8,2D
Lineus longifissus,Luidiaster gerlachei,5800,0.11,2D
Lineus longifissus,Labidiaster annulatus,5800,86,2D
Lineus longifissus,Lophaster gaini,5800,5.3,2D
Lineus longifissus,Notasterias armata,5800,1.1,2D
Lineus longifissus,Solaster dawsoni,5800,0.75,2D
Lineus longifissus,Odontaster meridionalis,5800,0.084,2D
Lineus longifissus,Odontaster validus,5800,0.57,2D
Lineus longifissus,Kampylaster incurvatus,5800,0.061,2D
Lineus longifissus,Cycethra verrucosa mawsoni,5800,0.57,2D
Lineus longifissus,Notasterias stylophora,5800,1.9,2D
Lineus longifissus,Notioceramus anomalus,5800,0.46,2D
Lineus longifissus,Perknaster sladeni,5800,0.35,2D
Lineus longifissus,Pteraster affinis aculeatus,5800,0.31,2D
Lineus longifissus,Perknaster densus,5800,0.78,2D
Lineus longifissus,Perknaster fuscus antarcticus,5800,9.8,2D
Lineus longifissus,Macroptychaster accrescens,5800,15,2D
Lineus longifissus,Lysasterias perrieri,5800,3.9,2D
Lineus longifissus,Psilaster charcoti,5800,15,2D
Lineus longifissus,Porania antarctica,5800,0.073,2D
Lineus longifissus,Porania antarctica glabra,5800,0.32,2D
Lineus longifissus,Urticinopsis antarctica,5800,2.3,2D
Lineus longifissus,Isotealia antarctica,5800,0.043,2D
Lineus longifissus,Edwardsia meridionalis,5800,0.018,2D
Lineus longifissus,Isosicyonis alba,5800,0.018,2D
Lineus longifissus,Cyclocardia astartoides,5800,3e-5,2D
Lineus longifissus,Yolida eightsi,5800,0.023,2D
Lineus longifissus,Laternula elliptica,5800,0.55,2D
Lineus longifissus,Limopsis lillei,5800,0.0046,2D
Lineus longifissus,Limopsis marionensis,5800,0.35,2D
Lineus longifissus,Lissarca notorcadensis,5800,5.6e-4,2D
Lineus longifissus,Propeleda longicaudata,5800,0.012,2D
Lineus longifissus,Cinachyra antarctica,5800,0.18,2D
Lineus longifissus,Cinachyra barbata,5800,0.18,2D
Lineus longifissus,Bathydorus spinosus,5800,1.2,2D
Lineus longifissus,Iophon radiatus,5800,2.3,2D
Lineus longifissus,Kirkpatrickia variolosa,5800,45,2D
Lineus longifissus,Rossella racovitzae,5800,45,2D
Lineus longifissus,Stylocordyla borealis,5800,45,2D
Lineus longifissus,Homaxinella balfourensis,5800,2.3,2D
Lineus longifissus,Scolymastra joubini,5800,720,2D
Lineus longifissus,Latrunculia apicalis,5800,1,2D
Lineus longifissus,Latrunculia brevis,5800,1,2D
Lineus longifissus,Tetilla leptoderma,5800,30,2D
Lineus longifissus,Haliclona dancoi,5800,5.6,2D
Lineus longifissus,Mycale acerata,5800,12,2D
Lineus longifissus,Rossella antarctica,5800,12,2D
Lineus longifissus,Rossella tarenja,5800,12,2D
Lineus longifissus,Haliclona tenella,5800,5.6,2D
Lineus longifissus,Clathria pauper,5800,2.3,2D
Lineus longifissus,Calyx arcuarius,5800,2.3,2D
Lineus longifissus,Isodyctia toxophila,5800,5.6,2D
Lineus longifissus,Isodyctia cavicornuta,5800,5.6,2D
Lineus longifissus,Isodyctia steifera,5800,5.6,2D
Lineus longifissus,Axociella nidificata,5800,6.5,2D
Lineus longifissus,Rossella nuda,5800,300,2D
Lineus longifissus,Tentorium papillatum,5800,5.6,2D
Lineus longifissus,Tentorium semisuberites,5800,5.6,2D
Lineus longifissus,Tedania oxeata,5800,5.6,2D
Lineus longifissus,Tedania tantulata,5800,5.6,2D
Lineus longifissus,Tedania vanhoeffeni,5800,5.6,2D
Lineus longifissus,Phorbas areolatus,5800,1.2,2D
Lineus longifissus,Phorbas glaberrima,5800,1.2,2D
Lineus longifissus,Polymastia invaginata,5800,0.92,2D
Lineus longifissus,Polymastia isidis,5800,0.92,2D
Lineus longifissus,Anoxycalyx joubini,5800,720,2D
Lineus longifissus,Beroe cucumis,5800,0.085,3D
Lineus longifissus,Lyrocteis flavopallidus,5800,0.19,3D
Lineus longifissus,Callianira antarctica,5800,5.6,3D
Lineus longifissus,Phytodetritus,5800,-999,2D
Parborlasia corrugatus,Laetmonice producta,5800,110,2D
Parborlasia corrugatus,Harmothoe spinosa,5800,6.1,2D
Parborlasia corrugatus,Harmothoe crosetensis,5800,5.8,2D
Parborlasia corrugatus,Harmotoe hartmanae,5800,5.8,2D
Parborlasia corrugatus,Polyeunoa laevis,5800,15,2D
Parborlasia corrugatus,Barrukia cristata,5800,3.9,2D
Parborlasia corrugatus,Eulagisca gigantea,5800,200,2D
Parborlasia corrugatus,Eunoe spica,5800,4.2,2D
Parborlasia corrugatus,Eunoe hartmanae,5800,57,2D
Parborlasia corrugatus,Eunoe spica spicoides,5800,7.1,2D
Parborlasia corrugatus,Vanadis antarctica,5800,0.0039,2D
Parborlasia corrugatus,Pista spinifera,5800,0.24,2D
Parborlasia corrugatus,Phyllocomus crocea,5800,0.47,2D
Parborlasia corrugatus,Terebella ehlersi,5800,0.24,2D
Parborlasia corrugatus,Eucranta mollis,5800,4.7,2D
Parborlasia corrugatus,Acodontaster conspicuus,5800,3.3,2D
Parborlasia corrugatus,Acodontaster capitatus,5800,5.4,2D
Parborlasia corrugatus,Acodontaster hodgsoni,5800,3.9,2D
Parborlasia corrugatus,Bathybiaster loripes,5800,7.9,2D
Parborlasia corrugatus,Cuenotaster involutus,5800,17,2D
Parborlasia corrugatus,Diplasterias brucei,5800,2.8,2D
Parborlasia corrugatus,Luidiaster gerlachei,5800,0.11,2D
Parborlasia corrugatus,Labidiaster annulatus,5800,86,2D
Parborlasia corrugatus,Lophaster gaini,5800,5.3,2D
Parborlasia corrugatus,Notasterias armata,5800,1.1,2D
Parborlasia corrugatus,Solaster dawsoni,5800,0.75,2D
Parborlasia corrugatus,Odontaster meridionalis,5800,0.084,2D
Parborlasia corrugatus,Odontaster validus,5800,0.57,2D
Parborlasia corrugatus,Kampylaster incurvatus,5800,0.061,2D
Parborlasia corrugatus,Cycethra verrucosa mawsoni,5800,0.57,2D
Parborlasia corrugatus,Notasterias stylophora,5800,1.9,2D
Parborlasia corrugatus,Notioceramus anomalus,5800,0.46,2D
Parborlasia corrugatus,Perknaster sladeni,5800,0.35,2D
Parborlasia corrugatus,Pteraster affinis aculeatus,5800,0.31,2D
Parborlasia corrugatus,Perknaster densus,5800,0.78,2D
Parborlasia corrugatus,Perknaster fuscus antarcticus,5800,9.8,2D
Parborlasia corrugatus,Macroptychaster accrescens,5800,15,2D
Parborlasia corrugatus,Lysasterias perrieri,5800,3.9,2D
Parborlasia corrugatus,Psilaster charcoti,5800,15,2D
Parborlasia corrugatus,Porania antarctica,5800,0.073,2D
Parborlasia corrugatus,Porania antarctica glabra,5800,0.32,2D
Parborlasia corrugatus,Urticinopsis antarctica,5800,2.3,2D
Parborlasia corrugatus,Isotealia antarctica,5800,0.043,2D
Parborlasia corrugatus,Edwardsia meridionalis,5800,0.018,2D
Parborlasia corrugatus,Isosicyonis alba,5800,0.018,2D
Parborlasia corrugatus,Cyclocardia astartoides,5800,3e-5,2D
Parborlasia corrugatus,Yolida eightsi,5800,0.023,2D
Parborlasia corrugatus,Laternula elliptica,5800,0.55,2D
Parborlasia corrugatus,Limopsis lillei,5800,0.0046,2D
